h,m_b,W
6,0,196181.66015625
6,5,179378.41614583333
6,10,180280.53098958332
6,15,184434.30067708335
6,20,187577.83010416667
6,25,187723.78203125
6,30,188814.2103125
6,35,186055.51526041667
6,40,194589.86723958334
6,45,191195.78895833335
6,50,191574.77270833333
6,55,195259.8216796875
7,0,205113.78760416666
7,5,198402.47197916667
7,10,205853.53817708333
7,15,202900.73526041667
7,20,200889.50265625
7,25,201099.70963541666
7,30,197405.21078125
7,35,196068.96010416668
7,40,199967.31255208334
7,45,197062.46536458333
7,50,198877.09119791666
7,55,200281.25078125
8,0,206697.81984375
8,5,196002.74015625
8,10,194875.62583333332
8,15,185770.05036458332
8,20,182042.75052083333
8,25,194153.39078125
8,30,190694.330625
8,35,195481.12286458333
8,40,198458.67119791667
8,45,199897.56697916667
8,50,187849.80697916666
8,55,196654.79700520833
9,0,198056.53541666668
9,5,199037.67265625
9,10,203093.43078125
9,15,195173.05015625
9,20,189878.77729166666
9,25,193474.96244791665
9,30,192249.56067708333
9,35,189673.04166666666
9,40,193025.36994791665
9,45,191296.89385416667
9,50,189422.225625
9,55,187170.2791015625
10,0,190502.45276041667
10,5,189332.3528125
10,10,190364.22875
10,15,191307.01223958333
10,20,193166.00359375
10,25,194132.98427083335
10,30,193834.02203125
10,35,189762.39989583334
10,40,187334.74317708332
10,45,189082.00026041668
10,50,182346.19916666666
10,55,183853.94140625
11,0,178277.39729166665
11,5,184921.58567708332
11,10,189328.31395833334
11,15,186218.71833333332
11,20,190117.28125
11,25,189507.99208333335
11,30,193130.63145833334
11,35,198402.01140625
11,40,196784.13270833335
11,45,200640.65854166666
11,50,204615.87604166666
11,55,194615.8185546875
12,0,195756.11114583333
12,5,188981.98958333334
12,10,185357.80598958334
12,15,184581.1421875
12,20,178161.61927083333
12,25,181026.74192708332
12,30,180988.23770833333
12,35,180611.89166666666
12,40,176957.96359375
12,45,177245.08072916666
12,50,174922.79489583333
12,55,170640.97239583332
13,0,169697.46239583334
13,5,166082.51447916665
13,10,155152.66932291666
13,15,158256.90119791665
13,20,148045.53583333333
13,25,145478.88848958333
13,30,145622.65817708333
13,35,144197.47505208335
13,40,142656.41364583332
13,45,145880.24526041668
13,50,145637.10494791667
13,55,143435.55963541666
14,0,144859.53864583332
14,5,139676.96015625
14,10,146214.41072916667
14,15,140737.51708333334
14,20,141126.77046875
14,25,138415.64536458332
14,30,139390.40768229333
14,35,135369.85999999667
14,40,133903.31291668
14,45,132217.24499998335
14,50,130574.17513021665
14,55,124951.01490887083
15,0,127772.55760417003
15,5,127344.60111977003
15,10,127557.20398436666
15,15,122456.31947918664
15,20,120157.25049476002
15,25,121614.42999999001
15,30,118020.92408853998
15,35,116979.03294270665
15,40,119902.95276040335
15,45,116626.17328125668
15,50,116836.93471352001
15,55,113782.7901042083
16,0,108871.53476558003
16,5,108735.64674480334
16,10,113617.77885416333
16,15,115855.40914062664
16,20,114138.38703123666
16,25,118352.96632814665
16,30,117386.23440104668
16,35,115480.68484373666
16,40,117786.35789065997
16,45,114516.22924481663
16,50,118156.03359373001
16,55,130858.07255861662
17,0,126582.51934895331
17,5,125298.34174479666
17,10,133827.99648436665
17,15,130999.39523437664
17,20,129968.04518229
17,25,128974.56346354999
17,30,125911.03523440662
17,35,129134.84734373333
17,40,134122.0885937367
17,45,133005.31677083333
17,50,134072.5325260533
17,55,139605.6751953125
18,0,139867.07609375
18,5,138869.58901041668
18,10,131551.88200519004
18,15,126635.69671873668
18,20,127784.40315106999
18,25,133311.39778644335
18,30,135108.52690103333
18,35,129389.17499999667
18,40,132112.67455728335
18,45,125220.12848956337
18,50,124593.86937501667
18,55,126077.21757812084
19,0,122022.60570308004
19,5,122033.64989585
19,10,127568.9179427233
19,15,124577.52752603003
19,20,123960.25414059339
19,25,124406.98309893334
19,30,124503.76708331001
19,35,121335.0863020567
19,40,120746.29390624665
19,45,124979.21216144669
19,50,125580.61729165335
19,55,121658.91129558328
20,0,128375.44513024994
20,5,120362.9935156633
20,10,121900.80835938
20,15,125521.94528644666
20,20,122786.51856774333
20,25,124530.51700524663
20,30,114692.83765626661
20,35,117412.33669270664
20,40,121276.64078127993
20,45,114776.28841145667
20,50,111516.1378645367
20,55,113816.29040270294
21,0,112467.45091145004
21,5,117979.51484374664
21,10,116425.22973958333
21,15,119972.9729427133
21,20,112417.00479168669
21,25,111811.34945311
21,30,110661.02708334995
21,35,103160.53281249998
21,40,103264.88856772
21,45,113152.98062497002
21,50,112249.95359374664
21,55,120486.41780600832
22,0,120878.57960934674
22,5,114759.57364582668
22,10,109789.34791666333
22,15,111572.39041666668
22,20,112696.75736980664
22,25,113236.55432293996
22,30,110541.68270831664
22,35,106459.18450521333
22,40,105547.74822917332
22,45,107938.7251563033
22,50,109995.91713541333
22,55,112503.47067859415
23,0,107629.72763020334
23,5,115470.99645832666
23,10,115541.4501041933
23,15,111750.34619792998
23,20,116780.83333331664
23,25,116453.29481772329
23,30,108096.60046876331
23,35,103983.39861981329
23,40,109307.49768231662
23,45,110640.55908853334
23,50,104922.41606770337
23,55,106532.73219395833
0,0,104768.60359372335
0,5,105489.68541666999
0,10,108593.57651039337
0,15,105395.96848956667
0,20,102758.05104165999
0,25,106703.45932292995
0,30,103507.43255206669
0,35,102247.83718749334
0,40,102721.5071614833
0,45,99133.9085937467
0,50,101619.12518228333
0,55,101632.96466394978
1,0,100594.09651043665
1,5,101540.17598956336
1,10,100450.5417447933
1,15,103091.55255210999
1,20,99234.73257813332
1,25,99641.09078127328
1,30,96524.94401039001
1,35,94511.31033855997
1,40,98785.00015626
1,45,95147.86992187332
1,50,96476.18192706336
1,55,99298.10175784578
2,0,95809.23171873669
2,5,97504.68455728001
2,10,99896.29276038673
2,15,92878.39588541668
2,20,101438.04127603669
2,25,100072.78249998334
2,30,98212.2940364633
2,35,101837.05835939333
2,40,103510.79179687331
2,45,104365.59669269668
2,50,108719.89299475003
2,55,102050.98769040752
3,0,103442.13729165333
3,5,109548.80171870672
3,10,107111.57096356663
3,15,112014.80679684001
3,20,116833.89096355664
3,25,123339.17140625668
3,30,127262.35640625333
3,35,131425.5375521133
3,40,130724.48705730999
3,45,140740.45296876
3,50,161465.28046875
3,55,152345.8060546875
4,0,151727.878125
4,5,152982.359375
4,10,157292.80302083332
4,15,161756.65703125
4,20,158369.22541666665
4,25,146227.69067708333
4,30,151614.89744791668
4,35,156941.72390625
4,40,165221.34296875
4,45,172373.43546875
4,50,171780.24984375
4,55,180588.39436712186
5,0,191833.25692708333
5,5,191539.99614583334
5,10,195588.30765625
5,15,199339.46901041668
5,20,198513.52677083333
5,25,186238.86359375
5,30,190690.32416666666
5,35,191527.04703125
5,40,193898.08572916666
5,45,203457.4971875
5,50,202063.36052083335
5,55,193892.77786458333
6,0,199440.82255208332
6,5,195550.90932291668
6,10,202745.10671875
6,15,207319.4059375
6,20,204048.53401041665
6,25,201368.25729166667
6,30,204593.46770833334
6,35,184893.94770833335
6,40,192030.4165625
6,45,189156.16880208332
6,50,184151.75536458334
6,55,181182.61863182773
7,0,185764.84958333333
7,5,189331.44947916668
7,10,191000.91770833332
7,15,193699.1896875
7,20,191955.8003125
7,25,190219.69338541667
7,30,195271.76213541668
7,35,191318.49125
7,40,196068.61401041667
7,45,185118.56270833334
7,50,192005.87286458333
7,55,195744.79602864583
8,0,192305.19416666665
8,5,191950.61645833333
8,10,192538.19296875
8,15,183175.38020833334
8,20,188102.52348958334
8,25,185376.11171875
8,30,190832.24755208334
8,35,188925.63619791667
8,40,185458.71645833334
8,45,192508.67213541668
8,50,187102.31046875
8,55,194272.0173247908
9,0,188151.79046875
9,5,191745.27307291667
9,10,192116.81359375
9,15,202302.18364583334
9,20,197765.0459375
9,25,198598.91994791667
9,30,193588.91510416666
9,35,200746.02526041667
9,40,190632.148125
9,45,195650.54651041667
9,50,200365.22484375
9,55,196577.1798828125
10,0,186209.414375
10,5,193879.34369791666
10,10,185827.83880208334
10,15,187428.16458333333
10,20,193442.56453125
10,25,189529.7715625
10,30,189513.64130208333
10,35,195379.60494791667
10,40,191254.41765625
10,45,186315.89088541668
10,50,194000.75645833334
10,55,190306.68926516737
11,0,179869.87052083333
11,5,185136.62197916667
11,10,181275.86963541666
11,15,183398.55364583334
11,20,185847.41526041666
11,25,175755.57536458335
11,30,188371.51776041667
11,35,188708.71260416668
11,40,184613.07098958333
11,45,181840.84338541667
11,50,184026.07791666666
11,55,187604.41341145834
12,0,182343.88520833335
12,5,190329.29375
12,10,183689.61322916666
12,15,186376.7528125
12,20,180882.30380208333
12,25,171300.4915625
12,30,176056.73552083335
12,35,167565.74515625
12,40,171011.8275
12,45,160273.43166666667
12,50,166733.63083333333
12,55,159489.31399739583
13,0,157764.11270833333
13,5,160901.46114583334
13,10,155233.20822916666
13,15,157817.88635416667
13,20,155195.43119791665
13,25,155501.91510416666
13,30,157252.73161458335
13,35,151187.3615625
13,40,148327.76609375
13,45,148363.86515625
13,50,148285.05380208333
13,55,151498.6712890625
14,0,147482.18765625
14,5,144642.40927083333
14,10,141469.276875
14,15,149533.74364583334
14,20,140400.60864583333
14,25,144768.69661458334
14,30,141743.19890625
14,35,140182.50692708333
14,40,139861.00546875
14,45,137591.60893229
14,50,134913.48359373334
14,55,136570.09820963335
15,0,130305.54878242136
15,5,128062.21200520998
15,10,130433.52638023002
15,15,139934.38666666666
15,20,134015.94960937335
15,25,136050.40895833334
15,30,139396.17875
15,35,135386.80125000334
15,40,132442.51914063664
15,45,123496.6638281433
15,50,126571.58622395332
15,55,129413.18981118333
16,0,124428.31851562999
16,5,122015.82468748336
16,10,125551.77507813665
16,15,120798.48851563997
16,20,119577.72143232664
16,25,119064.67536459997
16,30,116433.23098957335
16,35,117415.14270830333
16,40,119862.30044271336
16,45,125367.45718748003
16,50,123592.07401045658
16,55,127479.81542965838
17,0,124358.72705729998
17,5,125335.91624999668
17,10,132635.03544270332
17,15,128476.71450519667
17,20,129933.26406251667
17,25,135692.25552084
17,30,128853.00388018004
17,35,136645.55710937333
17,40,135948.94526041666
17,45,131047.85953126001
17,50,135748.59419270666
17,55,131760.67652996664
18,0,134900.6441927
18,5,136390.08963541
18,10,139912.32255208332
18,15,137899.90026041667
18,20,137048.97057291667
18,25,133032.64278646332
18,30,137909.58619791668
18,35,133414.03520835662
18,40,135242.67164061667
18,45,133370.42239584
18,50,136122.78570312666
18,55,131308.32408852087
19,0,128625.62161457668
19,5,129163.53044269005
19,10,121299.6518489833
19,15,116631.82046874665
19,20,121667.9584375033
19,25,118949.62768226002
19,30,120723.09619792
19,35,119840.01044269999
19,40,119935.15226564332
19,45,127460.24578124667
19,50,124085.80770834666
19,55,123164.71855469584
20,0,124657.1024739633
20,5,121306.19031248003
20,10,124052.61585937334
20,15,118459.51505207333
20,20,115152.94299477336
20,25,119091.70997394671
20,30,116661.12270831672
20,35,114205.59255211
20,40,114463.42614581337
20,45,115250.88489584667
20,50,116604.96544272
20,55,109089.29547525417
21,0,117129.96268227337
21,5,114794.00098957667
21,10,114646.52598953339
21,15,117048.33151041334
21,20,114295.47374999337
21,25,112866.67450521998
21,30,116453.13156251665
21,35,111150.3119010333
21,40,113725.79695312666
21,45,113566.11080724672
21,50,110845.59986980002
21,55,110853.10930989163
22,0,112108.74007813662
22,5,110113.8835937733
22,10,110394.52289062667
22,15,112965.39760418003
22,20,111347.54455729331
22,25,110206.66494789667
22,30,113743.73945312003
22,35,108098.70242188998
22,40,107841.61252608329
22,45,108852.71710935337
22,50,105424.85999999667
22,55,110780.87552083333
23,0,108678.20492185667
23,5,108381.96609376333
23,10,112237.33924480334
23,15,108137.96492185666
23,20,108490.71640624669
23,25,114382.23278643002
23,30,110240.65963545661
23,35,110501.89395834332
23,40,108147.46463540335
23,45,107147.10968750664
23,50,104945.07536455672
23,55,108584.84280595001
0,0,106601.89174482328
0,5,112942.4742708267
0,10,113124.05052083997
0,15,108825.81911456668
0,20,108698.73651043
0,25,112241.27880210332
0,30,109942.6924999867
0,35,108534.49132810003
0,40,110941.83361982329
0,45,106106.12682287343
0,50,107877.59622397667
0,55,108105.93964845421
1,0,105648.40513017672
1,5,108527.7181770567
1,10,105283.2232812367
1,15,104790.52346354333
1,20,105447.21604166
1,25,105800.30268229663
1,30,108139.3504948
1,35,107560.71018228336
1,40,107800.068125
1,45,106471.54054683672
1,50,107954.68218750333
1,55,114301.08069662077
2,0,113544.57018230335
2,5,115985.09432291331
2,10,118238.17700519002
2,15,111472.05716147336
2,20,113514.35156248668
2,25,115609.00877602334
2,30,113307.99486977333
2,35,114709.96768228333
2,40,115535.68861978997
2,45,113242.90281248336
2,50,115882.73145833003
2,55,113057.77115882086
3,0,114675.57013022334
3,5,114991.70518229333
3,10,113985.48333334332
3,15,113357.97598959332
3,20,114833.0243490066
3,25,120302.19997396665
3,30,116256.86747394668
3,35,117058.0144791667
3,40,124234.05611979999
3,45,124027.34580730667
3,50,137031.68328124666
3,55,133689.12584635417
4,0,136355.25898437333
4,5,139048.12872395667
4,10,142772.7496875
4,15,148561.51755208333
4,20,157724.501875
4,25,157532.40848958332
4,30,156774.00010416665
4,35,162112.21026041667
4,40,161606.85229166667
4,45,167451.59927083334
4,50,174712.29614583333
4,55,179567.38873697916
5,0,173808.01494791667
5,5,176993.46072916666
5,10,181585.56302083333
5,15,176576.79203125
5,20,179739.50130208334
5,25,176563.15177083333
5,30,180253.43369791665
5,35,185426.62953125
5,40,186271.47010416666
5,45,183372.26463541668
5,50,183242.00078125
5,55,183283.829296875
6,0,186750.02411458333
6,5,187547.83213541665
6,10,180315.71833333332
6,15,182413.48609375
6,20,184523.69822916668
6,25,181475.17671875
6,30,189053.571875
6,35,189307.04625
6,40,195768.65916666668
6,45,188352.36630208333
6,50,186343.16671875
6,55,197709.291015625
7,0,190906.71932291667
7,5,189726.69489583332
7,10,189867.28458333333
7,15,185651.27796875
7,20,191323.005625
7,25,186162.15125
7,30,187175.37635416666
7,35,192138.93994791666
7,40,187108.18260416668
7,45,185464.88078125
7,50,188223.89401041667
7,55,183342.51067708334
8,0,188280.82
8,5,186637.23505208333
8,10,186569.09901041666
8,15,187554.900625
8,20,184777.71192708332
8,25,185734.08880208334
8,30,183259.87416666668
8,35,184209.30286458333
8,40,185141.3809375
8,45,184708.65614583335
8,50,186793.24515625
8,55,189272.11673177083
9,0,186872.43755208334
9,5,191467.17635416667
9,10,183600.83145833333
9,15,184493.43322916667
9,20,185541.18869791666
9,25,181137.60526041666
9,30,187966.59588541667
9,35,186670.87177083333
9,40,177670.30109375
9,45,179757.00317708333
9,50,179126.80427083332
9,55,178896.5921875
10,0,177408.4378125
10,5,176176.98572916666
10,10,176388.06890625
10,15,172570.38755208332
10,20,176029.65697916667
10,25,175112.85
10,30,170728.68921875
10,35,174168.25296875
10,40,172048.7853125
10,45,168237.36135416667
10,50,168116.933125
10,55,169641.81510416666
11,0,168455.01302083334
11,5,164693.37390625
11,10,166330.3128125
11,15,163488.85458333333
11,20,167132.34864583332
11,25,169805.90927083333
11,30,176034.09291666668
11,35,167984.40807291667
11,40,175407.10864583333
11,45,175943.29541666666
11,50,173172.41916666666
11,55,178714.75234375
12,0,176146.399375
12,5,171817.97869791667
12,10,173647.66552083334
12,15,171635.42057291666
12,20,170879.39848958334
12,25,160540.0003125
12,30,159408.64286458332
12,35,160220.7878125
12,40,158527.96375
12,45,156282.26770833333
12,50,151058.58234375
12,55,152725.27701822916
13,0,153707.94005208334
13,5,150042.98552083335
13,10,149230.44130208335
13,15,145391.59119791666
13,20,145369.89713541666
13,25,144239.09046875
13,30,146731.83442708335
13,35,142004.21067708332
13,40,144004.42604166668
13,45,147555.68739583335
13,50,142723.33739583334
13,55,150354.634375
14,0,149896.60729166667
14,5,145664.96447916667
14,10,149581.04177083334
14,15,145738.2425
14,20,145597.77380208333
14,25,147374.30869791665
14,30,147251.71682291667
14,35,140305.51135416667
14,40,138680.11036458332
14,45,135450.01346354999
14,50,132261.03419271664
14,55,134712.605078125
15,0,128406.00440107328
15,5,129431.1495572867
15,10,128053.46783855667
15,15,129084.2482812367
15,20,128546.52825519668
15,25,128297.31260415338
15,30,124728.05406255992
15,35,120795.61203122669
15,40,121488.31559893671
15,45,124781.88046879329
15,50,119694.32890624668
15,55,118940.2709960917
16,0,121854.37658853
16,5,118974.60338542002
16,10,117508.96638020335
16,15,120769.95992188668
16,20,115873.31833334
16,25,116485.39440104
16,30,117982.7595833167
16,35,113090.63533851338
16,40,115851.2292968933
16,45,120130.50382814
16,50,119977.14494791001
16,55,122361.14720049169
17,0,124530.43388021998
17,5,122284.96539063
17,10,125402.1863541467
17,15,126612.64820314666
17,20,124531.05661457003
17,25,125563.81299476005
17,30,125684.34864584332
17,35,127331.45005208999
17,40,126025.6169270833
17,45,127108.70872396333
17,50,131677.8463281167
17,55,130110.13020831667
18,0,126282.03867187999
